liquid,maybe,yes,Less than 3.4oz/100 ml allowed,All allowed.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bottled-water,n_y_geltypeCandles.jfif,TXT-,OBJ-Candle (0.64),Tableware (0.95),Liquid (0.95),Red russian (0.94),Drinkware (0.94),Automotive lighting (0.92),Rob roy (0.92),Fruit (0.91),Juice (0.91),Stemware (0.90),Grape juice (0.90),,,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,n_y_golfClub.jfif,TXT-,Golf equipment (0.77),Golf (0.71),Rectangle (0.68),Fashion accessory (0.67),Aluminium (0.66),Nickel (0.65),Metal (0.64),Service (0.64),Titanium (0.63),Composite material (0.62),,,,,,,,,,
knife,no,yes,Tools that could be used as bludgeon are not allowed in carry-on baggage.,Any sharp objects in checked bags should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/axes-and-hatchets,n_y_kirpans.jfif,TXT-SInhMusepm com,OBJ-Knife (0.90),Watch (0.86),Blade (0.72),Knife (0.71),Tool (0.69),Dagger (0.69),Natural material (0.68),Metal (0.67),Fashion accessory (0.67),Everyday carry (0.66),Wood (0.66),,,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,n_y_magic8Ball.jfif,TXT-Netix & Chll,OBJ-Alarm clock (0.89),Camera lens (0.89),Camera accessory (0.85),Cameras & optics (0.81),Automotive tire (0.81),Lens (0.80),Rim (0.80),Gas (0.77),Carbon (0.76),Electric blue (0.74),Automotive wheel system (0.71),,,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,res_res_guitar.jfif,TXT-,OBJ-Guitar (0.95),Musical instrument (0.96),Guitar (0.94),String instrument (0.91),String instrument (0.89),Musical instrument accessory (0.89),String instrument accessory (0.89),Plucked string instruments (0.89),Guitar accessory (0.89),Music (0.83),Wood (0.82),,,,,,,,,
tool,maybe,yes,Tools that could be used as bludgeon are not allowed in carry-on baggage.,Any sharp objects in checked bags should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/axes-and-hatchets,res_res_hoverboard.jfif,TXT-HOVERA,OBJ-Segway (0.89),OBJ-Tire (0.74),Electric blue (0.75),Eyewear (0.69),Metal (0.69),Audio equipment (0.68),Tool (0.68),Plastic (0.67),Auto part (0.58),Logo (0.54),Steel (0.53),Cable (0.52),,,,,,,,
liquid,maybe,yes,Less than 3.4oz/100 ml allowed,All allowed.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bottled-water,res_y_foundation.jfif,TXT-STELLAR,OBJ-Perfume (0.71),Brown (0.98),Eye (0.94),Liquid (0.90),Cosmetics (0.89),Rectangle (0.84),Tints and shades (0.77),Plant (0.75),Font (0.71),Peach (0.70),Magenta (0.69),,,,,,,,,
liquid,maybe,yes,Less than 3.4oz/100 ml allowed,All allowed.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bottled-water,res_y_freezerpacks.jfif,TXT-,OBJ-Pillow (0.86),Liquid (0.94),Rectangle (0.90),Azure (0.90),Art paint (0.88),Paint (0.86),Art (0.82),Aqua (0.81),Font (0.78),Painting (0.78),Tints and shades (0.77),,,,,,,,,
food,maybe,yes,Solid food items (not liquids or gels) can be transported in either your carry-on or checked bags. Liquid or gel food items larger than 3.4 oz are not allowed in carry-on bags.,Solid food items and liquids or gels can be transported in your checked bags.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bread,res_y_freshfruits.jfif,TXT-,OBJ-Banana (0.88),OBJ-Fruit (0.61),Banana (0.97),Food (0.97),Cooking plantain (0.94),Saba banana (0.91),Fruit (0.90),Ingredient (0.86),Plant (0.84),Natural foods (0.83),Staple food (0.82),Superfood (0.78),,,,,,,,
liquid,maybe,yes,Less than 3.4oz/100 ml allowed,All allowed.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bottled-water,res_y_handsanitizer.jfif,TXT-FIRST AID Provider Purell ADVANCED KuS TIE MO CEEM SFRESHING OR cuANANS tion,OBJ-Bottled and jarred packaged goods (0.85),Liquid (0.95),Bottle (0.94),Fluid (0.87),Solution (0.86),Plant (0.82),Rectangle (0.79),Electric blue (0.74),Magenta (0.73),Solvent (0.73),Bottle cap (0.71),,,,,,,,,
fluid,maybe,yes,Less than 3.4oz/100 ml allowed,All allowed.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bottled-water,res_y_inhalers.jfif,TXT-,OBJ-Lipstick (0.57),Fluid (0.87),Liquid (0.87),Purple (0.86),Pink (0.83),Finger (0.82),Tints and shades (0.77),Service (0.77),Nail (0.77),Magenta (0.76),Electronic device (0.74),,,,,,,,,
liquid,maybe,yes,Less than 3.4oz/100 ml allowed,All allowed.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bottled-water,res_y_liquidsoap.jfif,TXT-STRAWBERRY SHOMER GEL FRAISE L DOUCHE,OBJ-Bottled and jarred packaged goods (0.83),Bottle (0.97),Liquid (0.95),Fluid (0.87),Drink (0.86),Solution (0.84),Bottle cap (0.80),Personal care (0.79),Gas (0.77),Plastic bottle (0.76),Solvent (0.73),,,,,,,,,
liquid,maybe,yes,Less than 3.4oz/100 ml allowed,All allowed.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bottled-water,res_y_lotion.jfif,"TXT-NON-GREASY Vaseline. INTENSIVE CARE"" Essential Healing VASELINE JELLY Keeps dry skin healed for 3 weeks."" Without feeling greasy 32 FL O210T (947L) Body Lotion rove es day se nacncal ady",OBJ-Bottled and jarred packaged goods (0.83),Liquid (0.95),Bottle (0.91),Bottle cap (0.90),Fluid (0.87),Plastic bottle (0.84),Drink (0.82),Personal care (0.82),Gas (0.78),Packaging and labeling (0.77),Solution (0.75),,,,,,,,,
food,maybe,yes,Solid food items (not liquids or gels) can be transported in either your carry-on or checked bags. Liquid or gel food items larger than 3.4 oz are not allowed in carry-on bags.,Solid food items and liquids or gels can be transported in your checked bags.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bread,res_y_meat.jfif,TXT-,OBJ-Dog bed (0.80),Rectangle (0.83),Food (0.77),Magenta (0.75),Ingredient (0.73),Woolen (0.73),Cuisine (0.72),Wool (0.71),Natural material (0.69),Animal product (0.69),Fashion accessory (0.67),,,,,,,,,
beer,maybe,yes,Mini bottles of alcohol in carry-on must be able to comfortably fit into a single quart-sized bag.,Alcoholic beverages with more than 24% but not more than 70% alcohol are limited in checked bags to 5 liters (1.3 gallons) per passenger and must be in unopened retail packaging. Alcoholic beverages with 24% alcohol or less are not subject to limitations in checked bags. Alcohol beverages with more than 70% alcohol are not allowed in check-in or cabin.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/alcoholic-beverages,res_y_sauce.jfif,TXT-HENNY TABASC BRAND,,OBJ-Bottle (0.91),Liquid (0.95),Bottle (0.95),Beer (0.94),Ingredient (0.88),Glass bottle (0.87),Fluid (0.87),Beer bottle (0.86),Drink (0.84),Alcoholic beverage (0.82),Solution (0.77),,,,,,,,
tool,maybe,yes,Tools that could be used as bludgeon are not allowed in carry-on baggage.,Any sharp objects in checked bags should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/axes-and-hatchets,res_y_screwdriver.jfif,TXT-,Tool (0.84),Screwdriver (0.67),Cable (0.64),Carmine (0.62),Plastic (0.62),Auto part (0.62),Cleanliness (0.61),Audio equipment (0.60),Office supplies (0.59),Font (0.55),,,,,,,,,,
electronics,maybe,maybe,Most electonics are allowed in carry-on baggage with a few exceptions like e-lighters.,Most electronics are allowed in check-in baggage with a few exceptions like e-cigaratters,power banks,and e-lighters. Please check more info for details.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=Electronic&page=1,res_y_umbrellas.webp,TXT-,OBJ-Lighting (0.61),Font (0.74),Gadget (0.74),Cable (0.74),Rectangle (0.72),Fashion accessory (0.67),Office supplies (0.67),Auto part (0.66),Everyday carry (0.61),Electronics accessory (0.60),Magenta (0.59),,,,,,,
food,maybe,yes,Solid food items (not liquids or gels) can be transported in either your carry-on or checked bags. Liquid or gel food items larger than 3.4 oz are not allowed in carry-on bags.,Solid food items and liquids or gels can be transported in your checked bags.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bread,res_y_vegetables.jfif,TXT-,OBJ-Tomato (0.88),OBJ-Tomato (0.85),OBJ-Tomato (0.83),OBJ-Vegetable (0.61),OBJ-Food (0.50),Food (0.98),Plum tomato (0.92),Plant (0.90),Ingredient (0.90),Fruit (0.88),Bush tomato (0.87),Natural foods (0.86),Staple food (0.86),Cherry Tomatoes (0.83),Tableware (0.82),,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,yy_fork,TXT-,OBJ-Fork (0.98),Tableware (0.97),Dishware (0.92),Kitchen utensil (0.83),Cutlery (0.81),Metal (0.70),Composite material (0.69),Titanium (0.63),Household silver (0.61),Steel (0.60),Circle (0.60),,,,,,,,,
laptop,yes,yes,Devices are allowed in carry-on baggage.,Devices are allowed in check-in baggage.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/laptops,y_n_powerbanks.jfif,TXT-,Laptop accessory (0.83),Gadget (0.81),Rectangle (0.78),Electronic device (0.75),Font (0.74),Multimedia (0.73),Cable (0.67),Electronic component (0.66),Computer component (0.65),Transparency (0.62),,,,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,y_y_fork.jfif,TXT-,OBJ-Tableware (0.50),Tableware (0.94),Dishware (0.91),Cutlery (0.79),Kitchen utensil (0.78),Metal (0.71),Titanium (0.62),Circle (0.60),Fork (0.59),Household silver (0.58),Electric blue (0.56),,,,,,,,,
food,maybe,yes,Solid food items (not liquids or gels) can be transported in either your carry-on or checked bags. Liquid or gel food items larger than 3.4 oz are not allowed in carry-on bags.,Solid food items and liquids or gels can be transported in your checked bags.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bread,y_y_fresheggs.jfif,TXT-,OBJ-Egg (0.97),OBJ-Egg (0.97),OBJ-Egg (0.96),OBJ-Egg (0.94),OBJ-Food (0.70),Food (0.97),Ingredient (0.89),Natural foods (0.84),Cuisine (0.83),Dish (0.82),Egg (0.77),Plant (0.77),Wood (0.76),Produce (0.73),Animal product (0.69),,,,,
water,maybe,yes,Less than 3.4oz/100 ml allowed,All allowed.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bottled-water,y_y_glass.jfif,TXT-,OBJ-Tableware (0.86),Liquid (0.95),Drinkware (0.95),Water (0.89),Fluid (0.87),Highball glass (0.87),Tableware (0.86),Barware (0.84),Rectangle (0.83),Cylinder (0.82),Drink (0.78),,,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,y_y_hairClippers.jfif,TXT-,OBJ-Home appliance (0.72),Magenta (0.72),Office supplies (0.71),Metal (0.57),Font (0.55),Peripheral (0.52),,,,,,,,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,y_y_hairdryers.jfif,TXT-CONAIR 1875,OBJ-Home appliance (0.52),White (0.92),Material property (0.80),Font (0.80),Composite material (0.78),Bicycle part (0.75),Metal (0.66),Magenta (0.65),Titanium (0.63),Fashion accessory (0.62),Auto part (0.59),,,,,,,,,
tool,maybe,yes,Tools that could be used as bludgeon are not allowed in carry-on baggage.,Any sharp objects in checked bags should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/axes-and-hatchets,y_y_hookah.jfif,TXT-,OBJ-Light fixture (0.73),Musical instrument (0.84),Wheel (0.77),Tool (0.75),Liquid (0.74),Gas (0.70),Circle (0.69),Tire (0.67),Metal (0.67),Symbol (0.65),Glass (0.64),,,,,,,,,
electronics,maybe,maybe,Most electonics are allowed in carry-on baggage with a few exceptions like e-lighters.,Most electronics are allowed in check-in baggage with a few exceptions like e-cigaratters,power banks,and e-lighters. Please check more info for details.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=Electronic&page=1,y_y_iphoneCharger.jfif,TXT-,Gas (0.78),Cylinder (0.70),Transparency (0.62),Electronics accessory (0.62),Event (0.61),Circle (0.58),Aluminium (0.56),Science (0.53),Auto part (0.53),Metal (0.53),,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,y_y_jewelry.jfif,TXT-,OBJ-Necklace (0.96),Natural material (0.89),Creative arts (0.85),Body jewelry (0.84),Art (0.82),Necklace (0.81),Gesture (0.80),Jewellery (0.77),Jewelry making (0.77),Bracelet (0.74),Craft (0.74),,,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,y_y_knitting_needles.jfif,TXT-,OBJ-Racket (0.60),Wood (0.84),Natural material (0.80),Font (0.71),Art (0.69),Musical instrument accessory (0.58),Twig (0.52),Circle (0.52),,,,,,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,y_y_lightbulb.jfif,TXT-,OBJ-Light bulb (0.64),Light bulb (0.83),Automotive lighting (0.79),Compact fluorescent lamp (0.73),Fluorescent lamp (0.73),Lamp (0.67),Wood (0.67),Fashion accessory (0.67),Golf (0.66),Metal (0.65),Light fixture (0.64),,,,,,,,,
liquid,maybe,yes,Less than 3.4oz/100 ml allowed,All allowed.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bottled-water,y_y_lipstick.jfif,TXT-of,OBJ-Lipstick (0.74),Liquid (0.94),Writing implement (0.91),Office supplies (0.89),Writing instrument accessory (0.83),Tints and shades (0.77),Pen (0.74),Lipstick (0.73),Fluid (0.72),Cylinder (0.70),Electric blue (0.70),,,,,,,,,
liquid,maybe,yes,Less than 3.4oz/100 ml allowed,All allowed.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bottled-water,y_y_medicalMasks.jfif,TXT-,Azure (0.90),Rectangle (0.87),Plastic bottle (0.84),Aqua (0.82),Liquid (0.75),Electric blue (0.74),Health care (0.74),Cylinder (0.74),Plastic (0.72),Linens (0.70),,,,,,,,,,
tool,maybe,yes,Tools that could be used as bludgeon are not allowed in carry-on baggage.,Any sharp objects in checked bags should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/axes-and-hatchets,y_y_nailClippers.jfif,TXT-TWEEZERMAN,Nail clipper (0.95),Office supplies (0.90),Rectangle (0.81),Font (0.71),Tool (0.71),Metal (0.68),Fashion accessory (0.67),Auto part (0.67),Stationery (0.66),Writing implement (0.65),,,,,,,,,,
food,maybe,yes,Solid food items (not liquids or gels) can be transported in either your carry-on or checked bags. Liquid or gel food items larger than 3.4 oz are not allowed in carry-on bags.,Solid food items and liquids or gels can be transported in your checked bags.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bread,y_y_nuts.jfif,TXT-,OBJ-Food (0.69),Food (0.98),Plant (0.96),Ingredient (0.89),Tree (0.82),Cuisine (0.81),Staple food (0.79),Produce (0.73),Vegetable (0.73),Dish (0.72),Metal (0.66),,,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,y_y_pillow.jfif,TXT-,OBJ-Throw pillow (0.94),Brown (0.98),Pillow (0.91),Rectangle (0.84),Comfort (0.83),Ingredient (0.79),Wood (0.79),Beige (0.78),Throw pillow (0.74),Cuisine (0.74),Linens (0.73),,,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,y_y_plant.jfif,TXT-,OBJ-Houseplant (0.77),OBJ-Flowerpot (0.77),OBJ-Table top (0.55),Plant (0.95),Flowerpot (0.94),Houseplant (0.94),Flower (0.91),Terrestrial plant (0.86),Twig (0.84),Flowering plant (0.77),Herbaceous plant (0.73),Wood (0.71),Art (0.71),,,,,,,
food,maybe,yes,Solid food items (not liquids or gels) can be transported in either your carry-on or checked bags. Liquid or gel food items larger than 3.4 oz are not allowed in carry-on bags.,Solid food items and liquids or gels can be transported in your checked bags.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bread,y_y_rocks.jfif,TXT-,OBJ-Food (0.74),OBJ-Food (0.73),OBJ-Food (0.73),OBJ-Food (0.72),OBJ-Fruit (0.67),OBJ-Food (0.67),OBJ-Food (0.60),Food (0.97),Fruit (0.89),Ingredient (0.87),Natural foods (0.83),Produce (0.78),Superfood (0.76),Font (0.75),Cuisine (0.75),Bean (0.73),Pebble (0.68),,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,y_y_salt.jfif,TXT-MORTON SALT roco TEWT 26 OZ (1 LB, 10 0Z7379,OBJ-Tin can (0.90),Drink (0.86),Ingredient (0.84),Packaging and labeling (0.82),Beverage can (0.81),Font (0.74),Tin can (0.73),Tin (0.72),Aluminum can (0.71),Liqueur (0.67),Metal (0.66),,,,,,,,
food,maybe,yes,Solid food items (not liquids or gels) can be transported in either your carry-on or checked bags. Liquid or gel food items larger than 3.4 oz are not allowed in carry-on bags.,Solid food items and liquids or gels can be transported in your checked bags.,https://www.tsa.gov/travel/security-screening/whatcanibring/items/bread,y_y_seeds.jfif,TXT-,OBJ-Food (0.77),Plant (0.88),Ingredient (0.86),Fruit (0.83),Seed (0.81),Natural foods (0.81),Spice (0.79),Legume family (0.77),Cuisine (0.74),Produce (0.73),Food (0.73),,,,,,,,,
NA,yes,yes,You are good to go.,You are good to go.,https://www.tsa.gov/travel/security-screening/whatcanibring/all?combine=&page=2,y_y_soap.jfif,TXT-,OBJ-Loudspeaker (0.76),OBJ-Tableware (0.59),Dishware (0.90),Rectangle (0.82),Medicine (0.81),Serveware (0.76),Pill (0.75),Circle (0.73),Plastic (0.72),Pharmaceutical drug (0.72),Service (0.71),Font (0.70),,,,,,,,
